n_rooms,n_toilets,area,x,y,distance_UBND,district,polistic,furniture,house_direct,balcony_direct,n_hospitals,n_schools,price
3,2,135,21.00048828,105.8071594,4.25,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,4,19,43.7037037
3,2,135,20.96266174,105.8212662,8.2,Hoang Mai,so do,co ban,Dong - Bac,Tay - Nam,0,4,36
2,2,102.5,21.01941681,105.8168793,2.65,Ba Dinh,hdmb,day du,Dong - Bac,Tay - Nam,2,18,83.90243902
3,2,107,21.0555439,105.80513,1.26,Tay Ho,so do,day du,Bac,Tay - Nam,2,2,57.00934579
2,1,56,20.97776985,105.836113,7.23,Hoang Mai,so do,day du,Dong - Nam,Dong - Nam,1,6,46.42857143
2,2,62,21.00885201,105.7439194,6.97,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,0,0,48.38709677
3,2,102,21.0508709,105.7861252,2.02,Bac Tu Liem,so do,co ban,Tay - Nam,Dong - Nam,1,4,35.29411765
3,2,113,20.99870872,105.8119812,4.48,Thanh Xuan,so do,day du,Dong,Dong - Nam,4,17,36.28318584
2,2,84,20.97366714,105.7587128,8.31,Ha Dong,so do,day du,Tay - Nam,Dong - Bac,1,2,28.57142857
3,2,90,20.94397926,105.8554382,11.12,Thanh Tri,so do,day du,Tay - Bac,Dong - Nam,2,5,30.55555556
2,2,88,20.96345901,105.762764,8.99,Ha Dong,hdmb,nguyen_ban,Tay - Nam,Dong - Bac,2,2,34.09090909
4,3,127,20.94645882,105.8557816,10.92,Thanh Tri,so do,co ban,Tay - Nam,Dong - Bac,3,5,23.46456693
4,2,203,21.02097893,105.7910614,2.58,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,2,7,45.32019704
3,2,102,20.99477196,105.8061295,4.82,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,5,14,45.09803922
1,1,50,21.00174141,105.9421463,14.35,Gia Lam,so do,day du,Tay - Nam,Dong - Bac,0,3,33.8
2,2,64,21.00522614,105.7389145,7.58,Nam Tu Liem,so do,cao cap,Tay - Bac,Dong - Nam,0,0,45.3125
2,1,56.8,20.99525,105.78441,5.18,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,1,3,36.97183099
2,1,60,20.97332001,105.7782822,7.45,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,4,5,41.66666667
3,2,90,20.97309303,105.8383713,7.75,Hoang Mai,so do,day du,Dong - Bac,Tay - Nam,1,6,33.33333333
3,2,111,20.98434067,105.7768097,6.49,Nam Tu Liem,so do,co ban,Dong - Nam,Tay - Bac,3,3,36.03603604
3,2,105,21.01193619,105.7749939,4.29,Nam Tu Liem,so do,co ban,Tay,Dong - Nam,0,1,33
2,2,78,20.98434067,105.7768097,6.49,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,3,3,41.02564103
2,2,78,20.98434067,105.7768097,6.49,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,3,3,41.02564103
3,2,115,21.01167488,105.8626785,6.59,Hai Ba Trung,so do,co ban,Dong - Bac,Tay - Nam,1,6,63.47826087
2,2,76,20.98702621,105.7868347,5.87,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,1,4,43.42105263
2,2,76,21.03597832,105.9062958,10.18,Long Bien,so do,day du,Dong - Bac,Tay - Bac,1,3,40.13157895
3,2,86,21.049566,105.778595,2.69,Bac Tu Liem,so do,day du,Dong,Nam,1,3,47.6744186
2,2,84,21.03445816,105.7696533,3.61,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,0,5,47.61904762
2,2,70,21.0201683,105.7807541,3.3,Nam Tu Liem,so do,nguyen_ban,Tay - Bac,Dong - Nam,0,4,42.85714286
3,2,90,20.96184158,105.7955246,8.16,Ha Dong,so do,day du,Dong - Bac,Tay - Bac,2,7,29.44444444
2,1,55,21.00522614,105.7389145,7.58,Nam Tu Liem,so do,cao cap,Dong - Nam,Tay - Bac,0,0,36.36363636
3,2,98,20.98191833,105.8793716,9.64,Hoang Mai,so do,cao cap,Tay - Nam,Dong - Bac,0,3,25.51020408
2,1,58,20.97145653,105.8281708,7.52,Hoang Mai,so do,day du,Tay - Nam,Dong - Nam,0,5,31.55172414
2,2,75,20.990812,105.78391,5.61,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,1,2,29
2,2,75,20.990812,105.78391,5.61,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,1,2,29
2,1,55,21.00522614,105.7389145,7.58,Nam Tu Liem,so do,cao cap,Dong - Nam,Tay - Bac,0,0,36.36363636
2,1,55,21.00522614,105.7389145,7.58,Nam Tu Liem,so do,cao cap,Dong - Nam,Tay - Bac,0,0,36.36363636
3,2,140,21.06587982,105.801384,2.32,Bac Tu Liem,so do,day du,Tay,Dong,1,2,38.57142857
2,2,67,20.96246719,105.792366,8.14,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,2,5,24.32835821
2,2,61,21.03158569,105.7604523,4.57,Nam Tu Liem,so do,day du,Dong - Bac,Tay - Nam,1,5,39.3442623
2,2,74,20.97434616,105.7541656,8.52,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,0,2,41.62162162
2,2,75,20.99453354,105.7893906,5.08,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,2,5,38.66666667
2,2,74,21.04956627,105.778595,2.69,Bac Tu Liem,so do,day du,Nam,Bac,1,3,39.86486486
3,2,95,20.99433327,105.8675613,7.94,Hai Ba Trung,so do,cao cap,Nam,Bac,0,5,66.31578947
1,1,26,21.00893211,105.7440033,6.96,Nam Tu Liem,so do,cao cap,Dong - Bac,Dong,0,0,53.84615385
2,2,64,21.00481796,105.8046722,3.81,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,4,19,50
2,2,80,21.03510475,105.7655411,3.99,Nam Tu Liem,so do,co ban,Tay - Nam,Dong - Bac,0,5,43.75
3,2,102,20.99477196,105.8061295,4.82,Thanh Xuan,so do,day du,Dong - Nam,Tay - Bac,5,14,41.17647059
2,2,68.3,21.03040504,105.7770309,3.04,Nam Tu Liem,so do,cao cap,Tay - Bac,Dong - Nam,0,5,46.85212299
2,2,60.9,21.01028824,105.9401245,13.93,Gia Lam,hdmb,day du,Tay - Bac,Dong - Nam,1,3,26.5
2,1,55.5,21.00885201,105.7439194,6.97,Nam Tu Liem,chua so,day du,Tay - Nam,Dong - Bac,0,0,40
2,2,67,20.96246719,105.792366,8.14,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,2,5,24.32835821
2,2,61,21.03158569,105.7604523,4.57,Nam Tu Liem,so do,day du,Dong - Bac,Tay - Nam,1,5,39.3442623
2,2,74,20.97434616,105.7541656,8.52,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,0,2,41.62162162
2,2,75,20.99453354,105.7893906,5.08,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,2,5,38.66666667
2,2,74,21.04956627,105.778595,2.69,Bac Tu Liem,so do,day du,Nam,Bac,1,3,39.86486486
3,2,95,20.99433327,105.8675613,7.94,Hai Ba Trung,so do,cao cap,Nam,Bac,0,5,66.31578947
1,1,26,21.00893211,105.7440033,6.96,Nam Tu Liem,so do,cao cap,Dong - Bac,Dong,0,0,53.84615385
2,2,64,21.00481796,105.8046722,3.81,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,4,19,50
2,2,80,21.03510475,105.7655411,3.99,Nam Tu Liem,so do,co ban,Tay - Nam,Dong - Bac,0,5,43.75
3,2,102,20.99477196,105.8061295,4.82,Thanh Xuan,so do,day du,Dong - Nam,Tay - Bac,5,14,41.17647059
2,2,68.3,21.03040504,105.7770309,3.04,Nam Tu Liem,so do,cao cap,Tay - Bac,Dong - Nam,0,5,46.85212299
2,2,60.9,21.01028824,105.9401245,13.93,Gia Lam,hdmb,day du,Tay - Bac,Dong - Nam,1,3,26.5
2,1,55.5,21.00885201,105.7439194,6.97,Nam Tu Liem,chua so,day du,Tay - Nam,Dong - Bac,0,0,40
2,2,70,20.95020294,105.791069,9.37,Ha Dong,so do,day du,Dong - Nam,Tay - Bac,1,5,22.57142857
3,2,86,21.049566,105.778595,2.69,Bac Tu Liem,so do,day du,Dong,Nam,1,3,47.6744186
2,2,84,20.97366714,105.7587128,8.31,Ha Dong,so do,day du,Tay - Nam,Dong - Bac,1,2,28.57142857
3,2,90,20.97309303,105.8383713,7.75,Hoang Mai,so do,day du,Dong - Bac,Tay - Nam,1,6,33.33333333
3,2,76,20.96359825,105.8280334,8.27,Hoang Mai,hdmb,day du,Tay - Bac,Dong - Nam,1,3,23.15789474
2,1,71.22,20.99629784,105.8056335,4.66,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,5,14,42
3,2,133,21.00266647,105.8154297,4.17,Thanh Xuan,so do,day du,Dong - Nam,Tay - Bac,4,17,47.36842105
2,2,77,20.98483658,105.8598557,8.01,Hoang Mai,hdmb,day du,Tay - Nam,Dong - Bac,1,5,38.57142857
3,2,92.8,20.97953796,105.8416138,7.33,Hoang Mai,hdmb,co ban,Nam,Bac,1,6,38.25431034
3,2,126,21.00557899,105.8037491,3.74,Thanh Xuan,so do,day du,Dong - Bac,Tay - Nam,3,18,41.26984127
3,2,104,21.04423332,105.7673187,3.74,Bac Tu Liem,so do,cao cap,Dong - Nam,Tay - Bac,0,6,39.42307692
2,2,89,21.01655388,105.7462845,6.41,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,0,0,26.96629213
2,2,86,21.01655388,105.7462845,6.41,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,0,0,25.15116279
2,1,52,21.03506279,105.7496643,5.56,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,1,3,39.61538462
2,1,52,21.03506279,105.7496643,5.56,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,1,3,39.61538462
3,2,96.8,21.00968742,105.7215958,8.95,Hoai Duc,so do,cao cap,Dong - Bac,Tay - Nam,0,0,26.85950413
3,2,89.2,21.00298119,105.7320557,8.29,Hoai Duc,so do,day du,Tay - Nam,Dong - Bac,0,0,29.14798206
2,2,73,20.98600006,105.8121872,5.74,Thanh Xuan,so do,co ban,Dong,Bac,2,7,41.98630137
2,2,76,20.99477196,105.8061295,4.82,Thanh Xuan,chua so,day du,Dong - Nam,Tay - Bac,5,14,42.76315789
2,1,71.22,20.99629784,105.8056335,4.66,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,5,14,42
3,2,123,20.9713546,105.8353495,7.79,Hoang Mai,so do,co ban,Tay - Bac,Dong - Nam,2,5,26.01626016
3,2,139,20.96368217,105.7737045,8.51,Ha Dong,so do,day du,Tay - Nam,Tay - Bac,3,4,32.37410072
1,1,27.8,21.0024147,105.9641113,16.45,Gia Lam,so do,co ban,Tay - Bac,Dong - Nam,0,0,33.09352518
2,2,67,20.93970299,105.7872543,10.47,Ha Dong,hdmb,day du,Tay - Bac,Dong - Nam,0,2,19.40298507
1,1,46,20.98306274,105.809082,6,Thanh Tri,so do,day du,Dong - Bac,Dong - Nam,3,4,36.95652174
2,2,66.38,20.98306274,105.809082,6,Thanh Tri,so do,day du,Tay - Bac,Dong - Nam,3,4,29.67761374
2,2,66,20.99727631,105.8029861,4.57,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,5,14,50.75757576
3,2,108,21.03715324,105.7863388,1.93,Cau Giay,so do,day du,Bac,Dong - Nam,1,4,45
2,2,73,20.98600006,105.8121872,5.74,Thanh Xuan,so do,co ban,Dong,Bac,2,7,41.98630137
2,2,76,20.99477196,105.8061295,4.82,Thanh Xuan,chua so,day du,Dong - Nam,Tay - Bac,5,14,42.76315789
2,1,71.22,20.99629784,105.8056335,4.66,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,5,14,42
3,2,123,20.9713546,105.8353495,7.79,Hoang Mai,so do,co ban,Tay - Bac,Dong - Nam,2,5,26.01626016
3,2,139,20.96368217,105.7737045,8.51,Ha Dong,so do,day du,Tay - Nam,Tay - Bac,3,4,32.37410072
1,1,27.8,21.0024147,105.9641113,16.45,Gia Lam,so do,co ban,Tay - Bac,Dong - Nam,0,0,33.09352518
2,2,67,20.93970299,105.7872543,10.47,Ha Dong,hdmb,day du,Tay - Bac,Dong - Nam,0,2,19.40298507
1,1,46,20.98306274,105.809082,6,Thanh Tri,so do,day du,Dong - Bac,Dong - Nam,3,4,36.95652174
2,2,66.38,20.98306274,105.809082,6,Thanh Tri,so do,day du,Tay - Bac,Dong - Nam,3,4,29.67761374
2,2,66,20.99727631,105.8029861,4.57,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,5,14,50.75757576
3,2,108,21.03715324,105.7863388,1.93,Cau Giay,so do,day du,Bac,Dong - Nam,1,4,45
3,2,100,20.99973869,105.8075562,4.33,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,4,18,35
3,2,107,21.0555439,105.80513,1.26,Tay Ho,so do,day du,Bac,Tay - Nam,2,2,57.00934579
2,2,102.5,21.01941681,105.8168793,2.65,Ba Dinh,hdmb,day du,Dong - Bac,Tay - Nam,2,18,83.90243902
2,1,56,21.00993389,105.802602,3.31,Cau Giay,so do,day du,Dong - Nam,Dong - Nam,3,17,46.42857143
3,2,117,21.04423332,105.7673187,3.74,Bac Tu Liem,so do,day du,Dong - Nam,Tay - Bac,0,6,38.03418803
3,2,89.67,20.99985123,105.8013687,4.32,Thanh Xuan,hdmb,day du,Dong - Bac,Dong - Nam,5,16,50.18400803
2,1,55,20.95757484,105.8069,8.54,Thanh Tri,so do,day du,Tay - Bac,Dong - Nam,1,6,20.90909091
4,2,115,21.03326988,105.8167038,1.54,Ba Dinh,so do,day du,Dong - Nam,Dong - Nam,2,9,104.3478261
3,2,115,21.03326988,105.8167038,1.54,Ba Dinh,so do,day du,Dong - Nam,Dong - Nam,2,9,104.3478261
2,2,67,20.99926758,105.8757248,8.34,Hai Ba Trung,so do,day du,Dong - Nam,Dong - Bac,0,5,41.79104478
2,1,71,21.00839233,105.7302475,8.21,Hoai Duc,so do,day du,Dong - Nam,Tay - Bac,0,0,24.64788732
2,2,64,21.03510475,105.7655411,3.99,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,0,5,43.75
3,2,120,21.02956772,105.7918777,1.85,Cau Giay,hdmb,day du,Dong - Nam,Tay - Nam,0,5,56.66666667
2,1,55,20.99927711,105.7381134,7.96,Nam Tu Liem,hdmb,co ban,Tay - Nam,Dong - Bac,0,0,40
2,1,56.8,20.9952507,105.7844086,5.18,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,1,3,39.43661972
3,2,89,21.07865143,105.8026123,3.58,Tay Ho,so do,day du,Bac,Tay - Nam,0,1,46.06741573
3,3,114,21.07865143,105.8026123,3.58,Tay Ho,so do,cao cap,Nam,Dong - Bac,0,1,57.01754386
2,2,67,21.07865143,105.8026123,3.58,Tay Ho,so do,day du,Tay,Dong,0,1,40
3,3,99.81,21.07865143,105.8026123,3.58,Tay Ho,so do,cao cap,Dong - Nam,Dong - Nam,0,1,42
3,2,100,21.07865143,105.8026123,3.58,Tay Ho,so do,nguyen_ban,Bac,Dong - Nam,0,1,45
2,2,84,21.08014297,105.8136902,3.83,Tay Ho,so do,day du,Dong - Nam,Tay - Nam,0,2,42.8
3,2,90.6,21.07865143,105.8026123,3.58,Tay Ho,so do,day du,Nam,Bac,0,1,45.8
3,3,97.57,21.07865143,105.8026123,3.58,Tay Ho,so do,cao cap,Tay,Dong,0,1,49
3,2,100,21.07865143,105.8026123,3.58,Tay Ho,so do,nguyen_ban,Nam,Dong - Bac,0,1,51
2,2,83,21.07865143,105.8026123,3.58,Tay Ho,so do,day du,Tay,Dong - Nam,0,1,46.8
2,2,83,21.07865143,105.8026123,3.58,Tay Ho,so do,day du,Nam,Bac,0,1,43.4
3,3,97.57,21.07865143,105.8026123,3.58,Tay Ho,so do,cao cap,Tay,Dong,0,1,49
3,2,100,21.07865143,105.8026123,3.58,Tay Ho,so do,nguyen_ban,Nam,Dong - Bac,0,1,51
2,2,83,21.07865143,105.8026123,3.58,Tay Ho,so do,day du,Tay,Dong - Nam,0,1,46.8
2,2,83,21.07865143,105.8026123,3.58,Tay Ho,so do,day du,Nam,Bac,0,1,43.4
2,2,80.74,21.07865143,105.8026123,3.58,Tay Ho,so do,day du,Nam,Bac,0,1,43.3
3,2,117,21.0026989,105.7924271,4.21,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,2,13,35
3,2,117,21.0026989,105.7924271,4.21,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,2,13,35
2,2,67,21.03512001,105.7674332,3.81,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,0,5,44.7761194
2,2,70,20.97293854,105.8663559,9.33,Hoang Mai,so do,day du,Dong,Tay,0,3,26.5
3,2,85,21.00481796,105.8046722,3.81,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,4,19,47.05882353
2,2,102,21.002666,105.81543,4.17,Thanh Xuan,so do,day du,Dong,Tay,4,17,49.01960784
2,2,80,20.99458504,105.8633957,7.6,Hoang Mai,so do,day du,Dong - Nam,Tay - Nam,0,4,42.5
2,2,83,21.0555439,105.80513,1.26,Tay Ho,so do,day du,Nam,Bac,2,2,40
3,2,151,21.02020073,105.808876,2.31,Dong Da,so do,day du,Tay - Nam,Dong - Nam,3,20,29.8013245
3,2,105.5,20.9919548,105.7851028,5.46,Nam Tu Liem,hdmb,day du,Dong - Nam,Tay - Bac,1,2,37.91469194
2,2,78,21.04423332,105.7673187,3.74,Bac Tu Liem,so do,day du,Tay - Bac,Dong - Nam,0,6,32.69230769
3,2,151,21.02020073,105.808876,2.31,Dong Da,so do,day du,Tay - Nam,Dong - Nam,3,20,29.8013245
3,2,105.5,20.9919548,105.7851028,5.46,Nam Tu Liem,hdmb,day du,Dong - Nam,Tay - Bac,1,2,37.91469194
2,2,78,21.04423332,105.7673187,3.74,Bac Tu Liem,so do,day du,Tay - Bac,Dong - Nam,0,6,32.69230769
3,2,151,21.02020073,105.808876,2.31,Dong Da,so do,day du,Tay - Nam,Dong - Nam,3,20,29.8013245
3,2,100,20.99972153,105.828331,4.92,Thanh Xuan,so do,day du,Dong - Nam,Dong - Bac,5,11,58
3,2,95.2,20.99804688,105.8035431,4.49,Thanh Xuan,so do,day du,Tay - Nam,Dong - Bac,5,15,45.16806723
2,2,91,20.99972153,105.828331,4.92,Thanh Xuan,so do,cao cap,Dong - Nam,Tay - Bac,5,11,42.85714286
2,1,62,21.03244019,105.778595,2.81,Cau Giay,so do,day du,Bac,Nam,0,5,37.09677419
3,2,109,20.99479103,105.8678436,7.94,Hai Ba Trung,so do,day du,Nam,Bac,0,5,52.11009174
2,2,95,20.99479103,105.8678436,7.94,Hai Ba Trung,so do,day du,Bac,Nam,0,5,49.47368421
2,1,54.8,21.00885201,105.7439194,6.97,Nam Tu Liem,so do,cao cap,Dong - Nam,Tay - Bac,0,0,37.95620438
2,2,79,20.99657822,105.8651962,7.62,Hai Ba Trung,so do,day du,Nam,Bac,0,5,58.10126582
2,2,92,21.03445816,105.7696533,3.61,Nam Tu Liem,hdmb,day du,Dong - Nam,Tay - Bac,0,5,53.80434783
2,2,71,20.98464203,105.7747192,6.55,Ha Dong,so do,day du,Tay - Nam,Bac,3,3,23.23943662
3,2,88,20.99804688,105.8035431,4.49,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,5,15,45.45454545
2,2,71.6,20.98464203,105.7747192,6.55,Ha Dong,so do,day du,Tay - Nam,Dong - Bac,3,3,23.04469274
2,2,93,21.05967522,105.8040771,1.68,Tay Ho,so do,day du,Bac,Nam,2,4,41.39784946
1,1,52,21.01682663,105.8152237,2.81,Dong Da,so do,day du,Dong - Nam,Tay - Bac,4,25,73.84615385
2,2,80,20.98702621,105.7868347,5.87,Ha Dong,so do,cao cap,Dong - Nam,Tay - Bac,1,4,45
3,2,94.3,20.98702621,105.7868347,5.87,Ha Dong,so do,day du,Dong - Nam,Tay - Nam,1,4,32.873807
2,1,63,20.96246719,105.792366,8.14,Ha Dong,so do,day du,Tay - Nam,Dong - Bac,2,5,25.23809524
3,2,60,21.03630638,105.9331207,12.86,Long Bien,so do,day du,Tay - Nam,Dong - Bac,1,0,24.66666667
3,2,146,21.013721,105.81348,3.05,Dong Da,so do,co ban,Tay - Bac,Dong - Nam,3,23,41.09589041
2,1,48,21.0423584,105.9272995,12.26,Long Bien,so do,day du,Dong - Bac,Tay - Nam,0,1,26.875
2,2,98,21.04025,105.791084,1.39,Cau Giay,so do,day du,Tay - Nam,Dong - Bac,1,3,39.5
3,2,115,21.00886726,105.820343,3.75,Dong Da,so do,day du,Tay - Bac,Dong - Nam,4,19,36.52173913
3,2,133,21.00966644,105.7937469,3.5,Cau Giay,so do,day du,Dong - Bac,Tay - Nam,2,13,35.33834586
2,2,70,20.96246719,105.792366,8.14,Ha Dong,so do,day du,Dong - Nam,Tay - Bac,2,5,25.57142857
2,2,200,21.02122498,105.828064,3.19,Dong Da,so do,day du,Tay - Nam,Dong - Bac,2,9,32.75
2,2,85.4,20.97986794,105.7439194,8.76,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,0,1,21.07728337
2,2,90,20.99929428,105.8049545,4.36,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,4,17,44.44444444
4,3,151,21.00522614,105.8050613,3.77,Thanh Xuan,hdmb,co ban,Tay - Bac,Dong - Nam,4,20,72.84768212
3,2,92,21.00485039,105.7281036,8.55,Hoai Duc,so do,day du,Dong - Nam,Tay - Bac,0,0,25.76086957
3,2,145,21.02122498,105.828064,3.19,Dong Da,so do,day du,Tay - Nam,Dong - Bac,2,9,37.24137931
2,2,82,21.00174141,105.9421463,14.35,Gia Lam,so do,cao cap,Tay - Nam,Dong - Nam,0,3,42.68292683
3,2,86,21.03512001,105.7674332,3.81,Nam Tu Liem,so do,day du,Tay - Nam,Tay - Bac,0,5,43.02325581
2,1,52.6,21.03512001,105.7674332,3.81,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,0,5,43.72623574
3,2,101,21.00826073,105.7960434,3.57,Cau Giay,hdmb,day du,Tay - Nam,Dong - Bac,2,12,58.91089109
1,1,50,21.00174141,105.9421463,14.35,Gia Lam,so do,day du,Tay - Nam,Dong - Nam,0,3,34
2,2,70,20.97321701,105.7788544,7.43,Ha Dong,so do,day du,Dong - Nam,Dong - Bac,4,5,35.71428571
3,2,80,20.96920395,105.876915,10.32,Hoang Mai,so do,co ban,Dong - Nam,Tay - Bac,0,2,33.75
2,2,63,20.96246719,105.792366,8.14,Gia Lam,so do,day du,Tay - Bac,Dong - Nam,2,5,27.77777778
2,2,77,20.93970299,105.7872543,10.47,Ba Dinh,hdmb,day du,Dong - Nam,Tay - Bac,0,2,17.92207792
3,2,150,21.00266647,105.8154297,4.17,Hoang Mai,so do,co ban,Tay - Nam,Dong - Bac,4,17,50.66666667
1,1,47.5,20.9182554,105.8523961,13.35,Thanh Tri,hdmb,co ban,Bac,Nam,1,6,21.05263158
2,2,71,20.98464203,105.7747192,6.55,Tay Ho,so do,day du,Dong - Bac,Tay - Nam,3,3,25.21126761
3,2,150,21.00266647,105.8154297,4.17,Thanh Xuan,so do,co ban,Tay - Nam,Dong - Bac,4,17,50.66666667
1,1,47.5,20.9182554,105.8523961,13.35,Thanh Tri,hdmb,co ban,Bac,Nam,1,6,21.05263158
2,2,71,20.98464203,105.7747192,6.55,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,3,3,25.21126761
2,2,101,21.02122498,105.828064,3.19,Dong Da,so do,day du,Dong - Bac,Tay - Nam,2,9,41.38613861
3,2,135,21.00048828,105.8071594,4.25,Thanh Xuan,so do,day du,Dong - Nam,Tay - Bac,4,19,42.22222222
3,2,88,21.02250645,105.7953371,2.25,Cau Giay,so do,day du,Tay - Nam,Dong - Bac,2,9,39.77272727
3,2,103.2,21.09144402,105.7847214,5.25,Nam Tu Liem,hdmb,day du,Tay - Nam,Tay - Bac,1,4,49
3,2,107,21.0555439,105.80513,1.26,Thanh Xuan,so do,day du,Bac,Tay - Nam,2,2,57.00934579
2,2,81.5,21.01875877,105.7947769,2.61,Gia Lam,so do,day du,Tay - Nam,Dong - Bac,2,10,42.33128834
3,2,118,20.95990753,105.7681961,9.07,Dan Phuong,so do,co ban,Dong - Nam,Tay - Bac,2,1,29.66101695
2,2,80,21.02956772,105.7918777,1.85,Hai Ba Trung,so do,day du,Dong - Nam,Dong - Nam,0,5,61.25
2,2,68,20.95828247,105.7671967,9.26,Dong Da,so do,nguyen_ban,Tay - Bac,Dong - Nam,2,1,37.5
2,2,72,21.06687164,105.9036255,10.18,Bac Tu Liem,so do,co ban,Tay - Nam,Dong - Bac,2,6,31.94444444
3,2,113.2,21.04431725,105.877861,7.32,Tay Ho,so do,co ban,Dong - Nam,Tay - Bac,3,5,35.33568905
3,2,98.6,21.08234978,105.8717575,7.78,Thanh Tri,hdmb,day du,Tay - Bac,Dong - Nam,0,1,28.39756592
2,1,61,21.01905632,105.7879791,2.91,Long Bien,so do,day du,Tay - Bac,Dong - Nam,1,6,46.72131148
2,2,81,20.96246719,105.792366,8.14,Hai Ba Trung,so do,day du,Dong - Bac,Tay - Nam,2,5,26.54320988
5,4,244,21.00445557,105.8025284,3.85,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,3,18,47.13114754
2,2,80,20.99972153,105.828331,4.92,Nam Tu Liem,so do,cao cap,Dong - Nam,Tay - Bac,5,11,45
2,2,66,20.99727631,105.8029861,4.57,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,5,14,51.51515152
3,2,106,21.00522614,105.8050613,3.77,Thanh Xuan,so do,cao cap,Tay - Bac,Dong - Nam,4,20,63.11320755
2,1,70,20.9838075,105.7898185,6.1,Ha Dong,so do,co ban,Dong - Nam,Dong - Bac,1,5,20.71428571
3,2,110,21.00056076,105.8029175,4.24,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,4,16,45.45454545
2,2,68,20.99657822,105.8651962,7.62,Hai Ba Trung,so do,day du,Dong,Tay,0,5,58.82352941
2,1,65,20.9732914,105.8200073,7.13,Hoang Mai,so do,day du,Dong - Nam,Tay - Bac,0,3,26
2,2,65,20.9732914,105.8200073,7.13,Hoang Mai,so do,day du,Tay - Bac,Dong - Nam,0,3,26.92307692
2,2,83.8,20.96040535,105.794693,8.31,Ha Dong,so do,day du,Dong - Nam,Tay - Bac,2,7,24.46300716
2,2,75,20.96246719,105.792366,8.14,Ha Dong,so do,co ban,Tay - Nam,Dong - Bac,2,5,26.66666667
2,2,63,20.96246719,105.792366,8.14,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,2,5,27.77777778
2,2,77,20.93970299,105.7872543,10.47,Ha Dong,hdmb,day du,Dong - Nam,Tay - Bac,0,2,17.92207792
3,2,150,21.00266647,105.8154297,4.17,Thanh Xuan,so do,co ban,Tay - Nam,Dong - Bac,4,17,50.66666667
1,1,47.5,20.9182554,105.8523961,13.35,Thanh Tri,hdmb,co ban,Bac,Nam,1,6,21.05263158
2,2,71,20.98464203,105.7747192,6.55,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,3,3,25.21126761
2,2,101,21.02122498,105.828064,3.19,Dong Da,so do,day du,Dong - Bac,Tay - Nam,2,9,41.38613861
3,2,135,21.00048828,105.8071594,4.25,Thanh Xuan,so do,day du,Dong - Nam,Tay - Bac,4,19,42.22222222
3,2,88,21.02250645,105.7953371,2.25,Cau Giay,so do,day du,Tay - Nam,Dong - Bac,2,9,39.77272727
3,2,110,21.00056076,105.8029175,4.24,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,4,16,45.45454545
